movie_title,person_name,production_budget,domestic_gross,roi_domestic,worldwide_gross,roi_worldwide,movie_id
The Karate Kid,Will Smith,40000000.0,176591618.0,4.41479045,351774938.0,8.79437345,38575
The Karate Kid,Jada Pinkett Smith,40000000.0,176591618.0,4.41479045,351774938.0,8.79437345,38575
Diary of a Wimpy Kid,Nina Jacobson,15000000.0,64003625.0,4.266908333333333,76954311.0,5.1302874,33217
Diary of a Wimpy Kid,Brad Simpson,15000000.0,64003625.0,4.266908333333333,76954311.0,5.1302874,33217
The Crazies,Michael Aguilar,19000000.0,39123589.0,2.0591362631578947,56445534.0,2.9708175789473685,29427
The Crazies,Rob Cowan,19000000.0,39123589.0,2.0591362631578947,56445534.0,2.9708175789473685,29427
The Crazies,Dean Georgaris,19000000.0,39123589.0,2.0591362631578947,56445534.0,2.9708175789473685,29427
Little Fockers,Robert De Niro,100000000.0,148438600.0,1.484386,310650574.0,3.10650574,39451
Little Fockers,Jay Roach,100000000.0,148438600.0,1.484386,310650574.0,3.10650574,39451
Little Fockers,John Hamburg,100000000.0,148438600.0,1.484386,310650574.0,3.10650574,39451
Little Fockers,Jane Rosenthal,100000000.0,148438600.0,1.484386,310650574.0,3.10650574,39451
Dear John,Marty Bowen,25000000.0,80014842.0,3.20059368,142033509.0,5.68134036,22971
Dear John,Ryan Kavanaugh,25000000.0,80014842.0,3.20059368,142033509.0,5.68134036,22971
Dear John,Wyck Godfrey,25000000.0,80014842.0,3.20059368,142033509.0,5.68134036,22971
Legion,Marc Sadeghi,26000000.0,40168080.0,1.5449261538461538,67647574.0,2.6018297692307693,22894
Legion,Steve Beswick,26000000.0,40168080.0,1.5449261538461538,67647574.0,2.6018297692307693,22894
Legion,David Lancaster,26000000.0,40168080.0,1.5449261538461538,67647574.0,2.6018297692307693,22894
Legion,Jonathan Oakes,26000000.0,40168080.0,1.5449261538461538,67647574.0,2.6018297692307693,22894
Legion,Garrick Dion,26000000.0,40168080.0,1.5449261538461538,67647574.0,2.6018297692307693,22894
Legion,Peter Schink,26000000.0,40168080.0,1.5449261538461538,67647574.0,2.6018297692307693,22894
Legion,Michel Litvak,26000000.0,40168080.0,1.5449261538461538,67647574.0,2.6018297692307693,22894
Legion,Garth Pappas,26000000.0,40168080.0,1.5449261538461538,67647574.0,2.6018297692307693,22894
Leap Year,Gary Barber,19000000.0,25918920.0,1.3641536842105264,32618920.0,1.7167852631578948,25195
Leap Year,Chris Bender,19000000.0,25918920.0,1.3641536842105264,32618920.0,1.7167852631578948,25195
Leap Year,Roger Birnbaum,19000000.0,25918920.0,1.3641536842105264,32618920.0,1.7167852631578948,25195
Leap Year,Jonathan Glickman,19000000.0,25918920.0,1.3641536842105264,32618920.0,1.7167852631578948,25195
Leap Year,Jake Weiner,19000000.0,25918920.0,1.3641536842105264,32618920.0,1.7167852631578948,25195
Fair Game,Doug Liman,50000000.0,11497497.0,0.22994994,26097497.0,0.52194994,38363
Fair Game,Bill Pohlad,50000000.0,11497497.0,0.22994994,26097497.0,0.52194994,38363
Fair Game,Janet Zucker,50000000.0,11497497.0,0.22994994,26097497.0,0.52194994,38363
Fair Game,Jez Butterworth,50000000.0,11497497.0,0.22994994,26097497.0,0.52194994,38363
Fair Game,Jerry Zucker,50000000.0,11497497.0,0.22994994,26097497.0,0.52194994,38363
Fair Game,Akiva Goldsman,50000000.0,11497497.0,0.22994994,26097497.0,0.52194994,38363
Green Zone,Tim Bevan,100000000.0,35497337.0,0.35497337,97523020.0,0.9752302,22972
Green Zone,Eric Fellner,100000000.0,35497337.0,0.35497337,97523020.0,0.9752302,22972
Green Zone,Paul Greengrass,100000000.0,35497337.0,0.35497337,97523020.0,0.9752302,22972
Green Zone,Lloyd Levin,100000000.0,35497337.0,0.35497337,97523020.0,0.9752302,22972
Green Zone,Michael Bronner,100000000.0,35497337.0,0.35497337,97523020.0,0.9752302,22972
Green Zone,Christopher Rouse,100000000.0,35497337.0,0.35497337,97523020.0,0.9752302,22972
Green Zone,Kate Solomon,100000000.0,35497337.0,0.35497337,97523020.0,0.9752302,22972
Green Zone,Mairi Bett,100000000.0,35497337.0,0.35497337,97523020.0,0.9752302,22972
Remember Me,Trevor Engelson,16000000.0,19068240.0,1.191765,56506120.0,3.5316325,23169
Remember Me,Nick Osborne,16000000.0,19068240.0,1.191765,56506120.0,3.5316325,23169
127 Hours,Danny Boyle,18000000.0,18335230.0,1.018623888888889,60217171.0,3.345398388888889,44115
127 Hours,Christian Colson,18000000.0,18335230.0,1.018623888888889,60217171.0,3.345398388888889,44115
127 Hours,John Smithson,18000000.0,18335230.0,1.018623888888889,60217171.0,3.345398388888889,44115
Piranha 3D,Alexandre Aja,24000000.0,25003155.0,1.041798125,83660160.0,3.48584,43593
Piranha 3D,Mark Canton,24000000.0,25003155.0,1.041798125,83660160.0,3.48584,43593
Piranha 3D,Grégory Levasseur,24000000.0,25003155.0,1.041798125,83660160.0,3.48584,43593
Piranha 3D,Marc Toberoff,24000000.0,25003155.0,1.041798125,83660160.0,3.48584,43593
Valhalla Rising,Johnny Andersen,5700000.0,30638.0,0.0053750877192982,731613.0,0.1283531578947368,37861
Valhalla Rising,Henrik Danstrup,5700000.0,30638.0,0.0053750877192982,731613.0,0.1283531578947368,37861
Valhalla Rising,Bo Ehrhardt,5700000.0,30638.0,0.0053750877192982,731613.0,0.1283531578947368,37861
Edge of Darkness,Michael Wearing,60000000.0,43313890.0,0.7218981666666666,82812456.0,1.3802076,12201
Edge of Darkness,Graham King,60000000.0,43313890.0,0.7218981666666666,82812456.0,1.3802076,12201
Edge of Darkness,Tim Headington,60000000.0,43313890.0,0.7218981666666666,82812456.0,1.3802076,12201
Valentine's Day,Mike Karz,52000000.0,110485654.0,2.1247241153846153,217569328.0,4.184025538461539,32856
Valentine's Day,Wayne Allan Rice,52000000.0,110485654.0,2.1247241153846153,217569328.0,4.184025538461539,32856
The Next Three Days,Eugénie Grandval,30000000.0,21148651.0,0.7049550333333333,67255916.0,2.241863866666667,43539
The Next Three Days,Olivier Delbosc,30000000.0,21148651.0,0.7049550333333333,67255916.0,2.241863866666667,43539
The Next Three Days,Marc Missonnier,30000000.0,21148651.0,0.7049550333333333,67255916.0,2.241863866666667,43539
The Next Three Days,Michael Nozik,30000000.0,21148651.0,0.7049550333333333,67255916.0,2.241863866666667,43539
The Next Three Days,Paul Haggis,30000000.0,21148651.0,0.7049550333333333,67255916.0,2.241863866666667,43539
Buried,Adrián Guerra,1987650.0,1044143.0,0.5253153221140543,21270290.0,10.701225064774986,26388
Buried,Peter Safran,1987650.0,1044143.0,0.5253153221140543,21270290.0,10.701225064774986,26388
Buried,Tom Drumm,1987650.0,1044143.0,0.5253153221140543,21270290.0,10.701225064774986,26388
Buried,Miki Nadal,1987650.0,1044143.0,0.5253153221140543,21270290.0,10.701225064774986,26388
Buried,Ken Hirsh,1987650.0,1044143.0,0.5253153221140543,21270290.0,10.701225064774986,26388
Buried,Víctor Reyes,1987650.0,1044143.0,0.5253153221140543,21270290.0,10.701225064774986,26388
Gulliver's Travels,John Davis,112000000.0,42779261.0,0.3819576875,232017848.0,2.0715879285714287,38745
Gulliver's Travels,Gregory Goodman,112000000.0,42779261.0,0.3819576875,232017848.0,2.0715879285714287,38745
Legend of the Guardians: The Owls of Ga'Hoole,Zareh Nalbandian,100000000.0,55675313.0,0.55675313,139716717.0,1.39716717,41216
The Spy Next Door,Robert Simonds,28000000.0,24307106.0,0.8681109285714286,46752858.0,1.6697449285714283,23172
Jackass 3D,Jeff Tremaine,20000000.0,117229692.0,5.8614846,171685793.0,8.58428965,16290
Jackass 3D,Spike Jonze,20000000.0,117229692.0,5.8614846,171685793.0,8.58428965,16290
Jackass 3D,Johnny Knoxville,20000000.0,117229692.0,5.8614846,171685793.0,8.58428965,16290
